Symptom,Disease,occurrence,Weightage
Quadriplegia,Osteoporosis,14,19.16795537
Paresis,Osteoporosis,5,6.438678919
Psychophysiologic Disorders,Osteoporosis,3,4.447516902
Horner Syndrome,Osteoporosis,1,2.209626358
Seizures,Osteoporosis,4,3.380667702
Sensation Disorders,Osteoporosis,5,1.716609521
Dizziness,Osteoporosis,4,5.36988569
Hearing Disorders,Osteoporosis,3,2.205049725
Hearing Loss,Osteoporosis,1,0.803550545
Deafness,Osteoporosis,3,3.685581489
"Hearing Loss, Conductive",Osteoporosis,1,2.267420217
"Hearing Loss, Sensorineural",Osteoporosis,1,1.21485586
Presbycusis,Osteoporosis,1,3.693393062
Hyperalgesia,Osteoporosis,1,2.394110078
Paresthesia,Osteoporosis,1,1.358018146
Vision Disorders,Osteoporosis,8,5.307915455
Blindness,Osteoporosis,13,14.27579862
"Vision, Low",Osteoporosis,1,2.25604353
Sleep Disorders,Osteoporosis,1,1.49299891
Vertigo,Osteoporosis,4,6.385007773
Voice Disorders,Osteoporosis,1,1.665244815
Oral Manifestations,Osteoporosis,1,1.865776283
Abdominal Pain,Osteoporosis,4,3.393934713
Colic,Osteoporosis,1,2.134747316
Arthralgia,Osteoporosis,25,36.93250001
Shoulder Pain,Osteoporosis,1,2.420427386
Chest Pain,Osteoporosis,2,2.199121661
Angina Pectoris,Osteoporosis,2,2.905366745
"Pain, Postoperative",Osteoporosis,8,13.42284258
Pelvic Pain,Osteoporosis,3,6.123234376
Anorexia,Osteoporosis,5,9.12630307
Constipation,Osteoporosis,3,4.781746481
Diarrhea,Osteoporosis,6,5.539128786
Dyspepsia,Osteoporosis,3,6.246156598
Heartburn,Osteoporosis,1,3.176869417
Bulimia,Osteoporosis,9,24.87471393
Nausea,Osteoporosis,8,9.110024593
Postoperative Nausea and Vomiting,Osteoporosis,1,3.420099727
Vomiting,Osteoporosis,5,4.217563327
Anoxia,Osteoporosis,1,1.001988572
Apnea,Osteoporosis,1,1.876553908
Cough,Osteoporosis,2,2.629458302
Dyspnea,Osteoporosis,2,2.010443363
Hypercapnia,Osteoporosis,1,2.110983822
Snoring,Osteoporosis,1,2.760104754
Skin Manifestations,Osteoporosis,4,2.449428872
Jaundice,Osteoporosis,3,4.364135313
Pruritus,Osteoporosis,1,1.465942108
Purpura,Osteoporosis,3,3.189655818
"Purpura, Hyperglobulinemic",Osteoporosis,1,3.674524578
"Purpura, Thrombocytopenic, Idiopathic",Osteoporosis,2,3.86778891
Hypercalciuria,Osteoporosis,17,62.95036272
Prostatism,Osteoporosis,1,4.658473958
Proteinuria,Osteoporosis,3,3.746933321
Urinary Incontinence,Osteoporosis,6,9.70517605
"Urinary Incontinence, Stress",Osteoporosis,1,2.802175968
Virilism,Osteoporosis,2,4.454111986
Hirsutism,Osteoporosis,2,4.967444473
Asthenia,Heart Diseases,5,10.31609626
Fever,Heart Diseases,18,11.14087738
Fever of Unknown Origin,Heart Diseases,3,4.41946475
Hypothermia,Heart Diseases,5,9.727181077
Body Weight,Heart Diseases,126,43.21646874
Birth Weight,Heart Diseases,13,18.29270226
Weight Gain,Heart Diseases,4,5.946758963
Weight Loss,Heart Diseases,15,15.00080567
Emaciation,Heart Diseases,1,1.832640721
Cachexia,Heart Diseases,23,45.87865236
Overweight,Heart Diseases,3,2.471616299
Obesity,Heart Diseases,131,109.0645284
"Obesity, Morbid",Heart Diseases,7,12.27057967
Thinness,Heart Diseases,3,8.01179883
"Cardiac Output, Low",Heart Diseases,66,141.4245129
Cyanosis,Heart Diseases,54,94.14411773
Edema,Heart Diseases,50,29.79390471
"Edema, Cardiac",Heart Diseases,6,21.11423805
Hydrops Fetalis,Heart Diseases,6,14.04600152
Eye Manifestations,Heart Diseases,5,7.539384869
Eye Hemorrhage,Heart Diseases,1,2.752642033
Fatigue,Heart Diseases,17,19.34622364
Mental Fatigue,Heart Diseases,2,7.170358955
Fetal Distress,Heart Diseases,1,2.588451638
Heart Murmurs,Heart Diseases,130,307.2442271
Systolic Murmurs,Heart Diseases,1,4.913366208
Hot Flashes,Heart Diseases,3,10.21713297
Hypergammaglobulinemia,Heart Diseases,2,3.358250327
Intermittent Claudication,Heart Diseases,10,22.18303202
Neurologic Manifestations,Heart Diseases,15,1.049121198
Dyskinesias,Heart Diseases,1,0.747952079
Ataxia,Heart Diseases,3,3.658979138
Cerebellar Ataxia,Heart Diseases,1,1.708785623
Chorea,Heart Diseases,2,3.985966743
Dystonia,Heart Diseases,1,1.536109034
Hyperkinesis,Heart Diseases,4,9.36400101
Hypokinesia,Heart Diseases,1,2.879293271
Myoclonus,Heart Diseases,4,7.100283478
Psychomotor Agitation,Heart Diseases,1,2.24256018
Tremor,Heart Diseases,2,3.478705574
Aphasia,Heart Diseases,1,1.810661815
"Aphasia, Wernicke",Heart Diseases,1,3.495323148
Dysarthria,Heart Diseases,1,2.026585118
Learning Disorders,Heart Diseases,2,3.470624755
Confusion,Heart Diseases,1,1.508948211
Delirium,Heart Diseases,3,6.251865449
Consciousness Disorders,Heart Diseases,1,0.877129276
Unconsciousness,Heart Diseases,8,7.423782634
Coma,Heart Diseases,4,5.248339251
Persistent Vegetative State,Heart Diseases,2,6.190159968
Syncope,Heart Diseases,192,286.2511541
"Syncope, Vasovagal",Heart Diseases,9,28.64310694
Lethargy,Heart Diseases,1,3.495323148
Memory Disorders,Heart Diseases,3,4.403992823
Amnesia,Heart Diseases,1,2.171486142
Mental Retardation,Heart Diseases,10,9.054466841
Hallucinations,Heart Diseases,4,6.893152737
Psychomotor Disorders,Heart Diseases,1,1.331640992
Muscle Cramp,Heart Diseases,2,4.485120359
Muscle Rigidity,Heart Diseases,1,2.401932804
Muscle Spasticity,Heart Diseases,1,1.727280206
Muscle Weakness,Heart Diseases,6,5.95794649
Muscular Atrophy,Heart Diseases,11,16.06903947
Myotonia,Heart Diseases,3,9.162145762
Spasm,Heart Diseases,4,5.469109886
Tetany,Heart Diseases,3,7.143620019
Pain,Heart Diseases,65,21.41013606
Back Pain,Heart Diseases,1,1.146928519
Low Back Pain,Heart Diseases,2,3.180842046
Facial Pain,Heart Diseases,2,3.944657185
Headache,Heart Diseases,9,7.961078292
Neck Pain,Heart Diseases,1,1.958792007
Neuralgia,Heart Diseases,2,3.076628212
"Pain, Referred",Heart Diseases,1,4.00354799
Paralysis,Heart Diseases,13,6.298127907
Hemiplegia,Heart Diseases,8,10.3570589
Ophthalmoplegia,Heart Diseases,4,5.319389077
"Supranuclear Palsy, Progressive",Heart Diseases,1,3.034147433
Paraplegia,Heart Diseases,1,1.277479284
Quadriplegia,Heart Diseases,3,4.107419008
Respiratory Paralysis,Heart Diseases,2,4.978840515
Vocal Cord Paralysis,Heart Diseases,5,9.938897717
Paresis,Heart Diseases,3,3.863207351
Psychophysiologic Disorders,Heart Diseases,65,96.36286622
"Reflex, Abnormal",Heart Diseases,3,4.221392829
Seizures,Heart Diseases,16,13.52267081
Sensation Disorders,Heart Diseases,2,0.686643809
Dizziness,Heart Diseases,11,14.76718565
Hearing Disorders,Heart Diseases,3,2.205049725
Hearing Loss,Heart Diseases,1,0.803550545
Deafness,Heart Diseases,43,52.82666801
"Hearing Loss, Sensorineural",Heart Diseases,1,1.21485586
"Hearing Loss, Noise-Induced",Heart Diseases,1,3.194061818
Hyperalgesia,Heart Diseases,1,2.394110078
Paresthesia,Heart Diseases,1,1.358018146
Vision Disorders,Heart Diseases,2,1.326978864
Blindness,Heart Diseases,3,3.294415065
Diplopia,Heart Diseases,3,4.932495897
Sleep Disorders,Heart Diseases,19,28.36697929
Sleep Deprivation,Heart Diseases,1,2.575912289
Vertigo,Heart Diseases,9,14.36626749
Voice Disorders,Heart Diseases,1,1.665244815
Hoarseness,Heart Diseases,1,2.216126923
Oral Manifestations,Heart Diseases,2,3.731552566
Oral Hemorrhage,Heart Diseases,1,2.575912289
Abdominal Pain,Heart Diseases,3,2.545451034
"Abdomen, Acute",Heart Diseases,7,10.06320091
Colic,Heart Diseases,1,2.134747316
Arthralgia,Heart Diseases,1,1.4773
Chest Pain,Heart Diseases,109,119.8521305
Angina Pectoris,Heart Diseases,316,459.0479458
Acute Coronary Syndrome,Heart Diseases,24,62.35105023
"Angina, Unstable",Heart Diseases,42,94.18752755
"Angina Pectoris, Variant",Heart Diseases,13,42.45733761
Toothache,Heart Diseases,1,2.730582314
"Pain, Postoperative",Heart Diseases,5,8.389276611
Pelvic Pain,Heart Diseases,1,2.041078125
Dysmenorrhea,Heart Diseases,1,2.760104754
Anorexia,Heart Diseases,4,7.301042456
Constipation,Heart Diseases,4,6.375661974
Diarrhea,Heart Diseases,5,4.615940655
Dyspepsia,Heart Diseases,3,6.246156598
Heartburn,Heart Diseases,1,3.176869417
Hyperphagia,Heart Diseases,2,4.798636846
Nausea,Heart Diseases,10,11.38753074
Vomiting,Heart Diseases,9,7.591613989
Hematemesis,Heart Diseases,1,2.085861728
Anoxia,Heart Diseases,125,125.2485715
Fetal Hypoxia,Heart Diseases,4,10.93690122
Apnea,Heart Diseases,7,13.13587736
Cheyne-Stokes Respiration,Heart Diseases,5,18.18911605
Cough,Heart Diseases,11,14.46202066
Dyspnea,Heart Diseases,164,164.8563558
"Dyspnea, Paroxysmal",Heart Diseases,11,41.27456918
Hemoptysis,Heart Diseases,15,25.45611545
Hypercapnia,Heart Diseases,9,18.9988544
Hyperoxia,Heart Diseases,1,2.949190711
Hyperventilation,Heart Diseases,22,46.31286323
Hypoventilation,Heart Diseases,4,10.08541322
Respiratory Sounds,Heart Diseases,6,9.83561597
Snoring,Heart Diseases,3,8.280314261
Skin Manifestations,Heart Diseases,6,3.674143309
Ecchymosis,Heart Diseases,1,2.299981233
Jaundice,Heart Diseases,4,5.818847084
Pallor,Heart Diseases,1,3.535169057
Purpura,Heart Diseases,3,3.189655818
"Purpura, Schoenlein-Henoch",Heart Diseases,1,1.998214421
"Purpura, Thrombocytopenic",Heart Diseases,1,1.414905521
"Purpura, Thrombocytopenic, Idiopathic",Heart Diseases,1,1.933894455
"Purpura, Thrombotic Thrombocytopenic",Heart Diseases,11,24.02442469
Waterhouse-Friderichsen Syndrome,Heart Diseases,1,3.683914318
Nocturia,Heart Diseases,1,4.172966142
Oliguria,Heart Diseases,1,2.614012135
Proteinuria,Heart Diseases,5,6.244888868
Albuminuria,Heart Diseases,11,22.71595332
"Urinary Bladder, Overactive",Heart Diseases,1,3.543332367
Urinary Incontinence,Heart Diseases,1,1.617529342
Asthenia,Adenocarcinoma,6,12.37931551
Asthenia,"Carcinoma, Squamous Cell",3,6.189657753
Fever,Adenocarcinoma,90,55.70438691
Fever,"Carcinoma, Ductal, Breast",3,1.856812897
Fever,"Carcinoma, Squamous Cell",40,24.75750529
Fever of Unknown Origin,Adenocarcinoma,22,32.40940817
Fever of Unknown Origin,"Carcinoma, Squamous Cell",7,10.31208442
Hypothermia,Adenocarcinoma,2,3.890872431
Hypothermia,"Carcinoma, Squamous Cell",1,1.945436215
Body Weight,Adenocarcinoma,290,99.46647567
Body Weight,"Carcinoma, Ductal, Breast",6,2.057927083
Body Weight,"Carcinoma, Lewis Lung",14,4.80182986
Body Weight,"Carcinoma, Squamous Cell",110,37.72866319
Birth Weight,Adenocarcinoma,1,1.407130943
Birth Weight,"Carcinoma, Squamous Cell",1,1.407130943
Weight Gain,Adenocarcinoma,14,20.81365637
Weight Gain,"Carcinoma, Ductal, Breast",1,1.486689741
Weight Gain,"Carcinoma, Lewis Lung",1,1.486689741
Weight Gain,"Carcinoma, Squamous Cell",5,7.433448703
Weight Loss,Adenocarcinoma,84,84.00451176
Weight Loss,"Carcinoma, Lewis Lung",2,2.000107423
Weight Loss,"Carcinoma, Squamous Cell",36,36.00193361
Emaciation,Adenocarcinoma,1,1.832640721
Cachexia,Adenocarcinoma,110,219.4196417
Cachexia,"Carcinoma, Lewis Lung",10,19.94724016
Cachexia,"Carcinoma, Squamous Cell",19,37.8997563
Overweight,Adenocarcinoma,2,1.647744199
Obesity,Adenocarcinoma,106,88.25068707
Obesity,"Carcinoma, Ductal, Breast",8,6.660429213
Obesity,"Carcinoma, Squamous Cell",13,10.82319747
"Obesity, Morbid",Adenocarcinoma,18,31.55291914
"Obesity, Morbid","Carcinoma, Squamous Cell",1,1.752939952
Thinness,Adenocarcinoma,3,8.01179883
"Cardiac Output, Low",Adenocarcinoma,1,2.14279565
"Cardiac Output, Low","Carcinoma, Squamous Cell",1,2.14279565
Cyanosis,Adenocarcinoma,2,3.486819175
Edema,Adenocarcinoma,51,30.3897828
Edema,"Carcinoma, Ductal, Breast",8,4.767024753
Edema,"Carcinoma, Lewis Lung",2,1.191756188
Edema,"Carcinoma, Squamous Cell",30,17.87634282
Eye Manifestations,"Carcinoma, Squamous Cell",1,1.507876974
Fatigue,Adenocarcinoma,43,48.93456569
Fatigue,"Carcinoma, Ductal, Breast",3,3.414039467
Fatigue,"Carcinoma, Squamous Cell",16,18.20821049
Fatigue,Small Cell Lung Carcinoma,3,3.414039467
Feminization,Adenocarcinoma,1,3.762385933
Feminization,"Carcinoma, Squamous Cell",1,3.762385933
Flushing,Adenocarcinoma,2,5.22802427
Flushing,"Carcinoma, Squamous Cell",6,15.68407281
Heart Murmurs,Adenocarcinoma,1,2.363417131
Heart Murmurs,"Carcinoma, Squamous Cell",1,2.363417131
Hot Flashes,Adenocarcinoma,2,6.811421979
Hot Flashes,"Carcinoma, Ductal, Breast",4,13.62284396
Hypergammaglobulinemia,Adenocarcinoma,8,13.43300131
Hypergammaglobulinemia,"Carcinoma, Squamous Cell",3,5.037375491
Intermittent Claudication,Adenocarcinoma,1,2.218303202
Intermittent Claudication,"Carcinoma, Squamous Cell",1,2.218303202
Neurologic Manifestations,Adenocarcinoma,15,1.049121198
Neurologic Manifestations,"Carcinoma, Squamous Cell",9,0.629472719
Cerebrospinal Fluid Otorrhea,"Carcinoma, Squamous Cell",2,6.376596226
Cerebrospinal Fluid Rhinorrhea,"Carcinoma, Squamous Cell",1,2.677472489
Ataxia,Adenocarcinoma,3,3.658979138
Cerebellar Ataxia,Adenocarcinoma,12,20.50542748
Cerebellar Ataxia,"Carcinoma, Squamous Cell",5,8.543928115
Gait Ataxia,Adenocarcinoma,1,2.802175968
Chorea,Adenocarcinoma,3,5.978950114
Chorea,"Carcinoma, Squamous Cell",1,1.992983371
Chorea,Small Cell Lung Carcinoma,1,1.992983371
Torticollis,Adenocarcinoma,1,2.154990923
Torticollis,"Carcinoma, Squamous Cell",2,4.309981845
Myoclonus,Adenocarcinoma,4,7.100283478
Psychomotor Agitation,Adenocarcinoma,1,2.24256018
"Akathisia, Drug-Induced",Adenocarcinoma,1,3.110911449
"Akathisia, Drug-Induced","Carcinoma, Squamous Cell",1,3.110911449
Tremor,"Carcinoma, Squamous Cell",3,5.21805836
"Gait Disorders, Neurologic",Adenocarcinoma,2,3.48953104
"Gait Disorders, Neurologic",Small Cell Lung Carcinoma,1,1.74476552
Meningism,"Carcinoma, Squamous Cell",1,3.074353854
Apraxias,Adenocarcinoma,1,2.383774069
Language Disorders,Adenocarcinoma,1,1.077736663
Agraphia,Adenocarcinoma,2,6.700282277
"Dyslexia, Acquired",Adenocarcinoma,1,3.519039675
Speech Disorders,"Carcinoma, Squamous Cell",8,9.223332488
Aphasia,Adenocarcinoma,4,7.242647258
Aphasia,"Carcinoma, Squamous Cell",4,7.242647258
"Aphasia, Wernicke","Carcinoma, Squamous Cell",1,3.495323148
Articulation Disorders,"Carcinoma, Squamous Cell",1,1.887448958
Dysarthria,Adenocarcinoma,4,8.106340471
Dysarthria,"Carcinoma, Squamous Cell",1,2.026585118
Confusion,Adenocarcinoma,6,9.053689268
Confusion,"Carcinoma, Squamous Cell",3,4.526844634
Confusion,Small Cell Lung Carcinoma,1,1.508948211
Delirium,Adenocarcinoma,3,6.251865449
Consciousness Disorders,Adenocarcinoma,2,1.754258552
Consciousness Disorders,"Carcinoma, Squamous Cell",2,1.754258552
Unconsciousness,Adenocarcinoma,1,0.927972829
Unconsciousness,"Carcinoma, Squamous Cell",1,0.927972829
Coma,Adenocarcinoma,7,9.18459369
Persistent Vegetative State,Adenocarcinoma,1,3.095079984
Syncope,Adenocarcinoma,2,2.981782855
Syncope,"Carcinoma, Squamous Cell",23,34.29050283
"Syncope, Vasovagal","Carcinoma, Squamous Cell",1,3.182567438
Lethargy,Adenocarcinoma,1,3.495323148
Memory Disorders,"Carcinoma, Squamous Cell",3,4.403992823
Memory Disorders,Small Cell Lung Carcinoma,2,2.935995215
Korsakoff Syndrome,Adenocarcinoma,1,4.029865299
Mental Retardation,Adenocarcinoma,4,3.621786736
Mental Retardation,"Carcinoma, Squamous Cell",2,1.810893368
Perceptual Disorders,Adenocarcinoma,2,2.772114732
Agnosia,"Carcinoma, Squamous Cell",2,5.072424838
Gerstmann Syndrome,Adenocarcinoma,1,3.990644585
Auditory Perceptual Disorders,"Carcinoma, Squamous Cell",1,3.143346725
Hallucinations,Adenocarcinoma,1,1.723288184
Phantom Limb,Adenocarcinoma,1,3.2293596
Muscle Rigidity,"Carcinoma, Squamous Cell",1,2.401932804
Muscle Weakness,Adenocarcinoma,7,6.950937572
Muscle Weakness,"Carcinoma, Ductal, Breast",3,2.978973245
Muscle Weakness,"Carcinoma, Squamous Cell",10,9.929910817
Muscle Weakness,Small Cell Lung Carcinoma,1,0.992991082
Muscular Atrophy,Adenocarcinoma,9,13.14739593
Muscular Atrophy,"Carcinoma, Lewis Lung",1,1.46082177
Muscular Atrophy,"Carcinoma, Squamous Cell",3,4.382465309
Myotonia,Adenocarcinoma,3,9.162145762
Myotonia,"Carcinoma, Squamous Cell",1,3.054048587
Spasm,Adenocarcinoma,4,5.469109886
Spasm,"Carcinoma, Ductal, Breast",1,1.367277472
Spasm,"Carcinoma, Squamous Cell",4,5.469109886
Hemifacial Spasm,Adenocarcinoma,1,3.241407938
Hemifacial Spasm,"Carcinoma, Squamous Cell",1,3.241407938
Trismus,Adenocarcinoma,1,2.597960426
Trismus,"Carcinoma, Squamous Cell",13,33.77348554
Tetany,Adenocarcinoma,1,2.381206673
Pain,Adenocarcinoma,160,52.70187338
Pain,"Carcinoma, Ductal, Breast",5,1.646933543
Pain,"Carcinoma, Squamous Cell",74,24.37461644
Pain,Small Cell Lung Carcinoma,2,0.658773417
Back Pain,Adenocarcinoma,27,30.96707002
Back Pain,"Carcinoma, Squamous Cell",5,5.734642596
Low Back Pain,Adenocarcinoma,9,14.31378921
Low Back Pain,"Carcinoma, Squamous Cell",2,3.180842046
Facial Pain,Adenocarcinoma,6,11.83397155
Facial Pain,"Carcinoma, Ductal, Breast",1,1.972328592
Facial Pain,"Carcinoma, Squamous Cell",14,27.61260029
Headache,Adenocarcinoma,16,14.15302808
Headache,"Carcinoma, Ductal, Breast",1,0.884564255
Headache,"Carcinoma, Squamous Cell",13,11.49933531
Neck Pain,"Carcinoma, Squamous Cell",1,1.958792007
Neuralgia,Adenocarcinoma,2,3.076628212
Neuralgia,"Carcinoma, Squamous Cell",10,15.38314106
Sciatica,Adenocarcinoma,6,13.01645579
Sciatica,"Carcinoma, Squamous Cell",1,2.169409298
"Pain, Intractable",Adenocarcinoma,20,39.85966743
"Pain, Intractable","Carcinoma, Ductal, Breast",2,3.985966743
"Pain, Intractable","Carcinoma, Squamous Cell",15,29.89475057
Paralysis,Adenocarcinoma,12,5.81365653
Paralysis,"Carcinoma, Squamous Cell",12,5.81365653
Facial Paralysis,Adenocarcinoma,22,29.85613206
Facial Paralysis,"Carcinoma, Squamous Cell",28,37.99871353
Facial Paralysis,Small Cell Lung Carcinoma,1,1.357096912
Gastroparesis,Adenocarcinoma,5,16.48748702
Gastroparesis,Small Cell Lung Carcinoma,1,3.297497405
Hemiplegia,Adenocarcinoma,9,11.65169127
Hemiplegia,"Carcinoma, Squamous Cell",2,2.589264726
Ophthalmoplegia,Adenocarcinoma,4,5.319389077
Ophthalmoplegia,"Carcinoma, Squamous Cell",15,19.94770904
"Supranuclear Palsy, Progressive",Adenocarcinoma,2,6.068294866
Paraplegia,Adenocarcinoma,8,10.21983427
Paraplegia,"Carcinoma, Ductal, Breast",1,1.277479284
Paraplegia,"Carcinoma, Squamous Cell",17,21.71714782
Brown-Sequard Syndrome,Adenocarcinoma,1,3.535169057
Quadriplegia,Adenocarcinoma,4,5.476558678
Quadriplegia,"Carcinoma, Squamous Cell",4,5.476558678
Respiratory Paralysis,Adenocarcinoma,1,2.489420258
Respiratory Paralysis,"Carcinoma, Ductal, Breast",1,2.489420258
Respiratory Paralysis,"Carcinoma, Squamous Cell",1,2.489420258
Vocal Cord Paralysis,Adenocarcinoma,9,17.89001589
Vocal Cord Paralysis,"Carcinoma, Squamous Cell",17,33.79225224
Paresis,Adenocarcinoma,1,1.287735784
Paresis,"Carcinoma, Squamous Cell",7,9.014150487
Paraparesis,Adenocarcinoma,2,4.471772145
Paraparesis,"Carcinoma, Squamous Cell",1,2.235886073
Psychophysiologic Disorders,Adenocarcinoma,4,5.930022537
Psychophysiologic Disorders,"Carcinoma, Squamous Cell",1,1.482505634
Anisocoria,Adenocarcinoma,1,3.350141138
Horner Syndrome,Adenocarcinoma,4,8.838505432
Horner Syndrome,"Carcinoma, Ductal, Breast",2,4.419252716
"Reflex, Abnormal",Adenocarcinoma,1,1.407130943
"Reflex, Abnormal","Carcinoma, Squamous Cell",3,4.221392829
Seizures,Adenocarcinoma,8,6.761335404
Seizures,"Carcinoma, Squamous Cell",4,3.380667702
Seizures,Small Cell Lung Carcinoma,1,0.845166926
Sensation Disorders,Adenocarcinoma,2,0.686643809
Sensation Disorders,"Carcinoma, Squamous Cell",4,1.373287617
Dizziness,Adenocarcinoma,8,10.73977138
Dizziness,"Carcinoma, Squamous Cell",5,6.712357112
Hearing Disorders,Adenocarcinoma,2,1.47003315
Hearing Disorders,"Carcinoma, Squamous Cell",9,6.615149175
Hearing Loss,Adenocarcinoma,3,2.410651634
Hearing Loss,"Carcinoma, Squamous Cell",7,5.624853812
Deafness,Adenocarcinoma,5,6.142635815
Deafness,"Carcinoma, Ductal, Breast",1,1.228527163
Deafness,"Carcinoma, Squamous Cell",11,13.51379879
"Hearing Loss, Bilateral",Adenocarcinoma,2,4.423577042
"Hearing Loss, Bilateral","Carcinoma, Squamous Cell",1,2.211788521
"Hearing Loss, Conductive",Adenocarcinoma,1,2.267420217
"Hearing Loss, Conductive","Carcinoma, Squamous Cell",3,6.802260651
"Hearing Loss, Functional","Carcinoma, Squamous Cell",1,4.25300885
"Hearing Loss, High-Frequency","Carcinoma, Squamous Cell",2,6.211212794
"Hearing Loss, Mixed Conductive-Sensorineural","Carcinoma, Squamous Cell",1,4.00354799
"Hearing Loss, Sensorineural",Adenocarcinoma,8,9.718846884
"Hearing Loss, Sensorineural","Carcinoma, Squamous Cell",9,10.93370274
"Hearing Loss, Sensorineural",Small Cell Lung Carcinoma,1,1.21485586
"Hearing Loss, Sudden",Adenocarcinoma,2,5.170604059
"Hearing Loss, Sudden","Carcinoma, Squamous Cell",1,2.585302029
Tinnitus,Adenocarcinoma,5,9.870168113
Tinnitus,"Carcinoma, Squamous Cell",4,7.89613449
Olfaction Disorders,Adenocarcinoma,3,6.86469065
Olfaction Disorders,"Carcinoma, Squamous Cell",2,4.576460433
Hyperalgesia,Adenocarcinoma,1,2.394110078
Hyperalgesia,"Carcinoma, Squamous Cell",3,7.182330234
Hypesthesia,Adenocarcinoma,3,5.165883132
Hypesthesia,"Carcinoma, Squamous Cell",4,6.887844176
Paresthesia,Adenocarcinoma,10,13.58018146
Paresthesia,"Carcinoma, Ductal, Breast",1,1.358018146
Paresthesia,"Carcinoma, Squamous Cell",9,12.22216332
Paresthesia,Small Cell Lung Carcinoma,1,1.358018146
Taste Disorders,"Carcinoma, Squamous Cell",6,14.25654943
Ageusia,"Carcinoma, Squamous Cell",1,3.585179477
Dysgeusia,Adenocarcinoma,1,3.472156089
Dysgeusia,"Carcinoma, Squamous Cell",1,3.472156089
Vision Disorders,Adenocarcinoma,16,10.61583091
Vision Disorders,"Carcinoma, Ductal, Breast",1,0.663489432
Vision Disorders,"Carcinoma, Squamous Cell",12,7.961873182
Blindness,Adenocarcinoma,17,18.66835204
Blindness,"Carcinoma, Squamous Cell",8,8.78510684
Color Vision Defects,"Carcinoma, Squamous Cell",1,2.566609896
Diplopia,Adenocarcinoma,2,3.288330598
Diplopia,"Carcinoma, Ductal, Breast",1,1.644165299
Diplopia,"Carcinoma, Squamous Cell",3,4.932495897
Hemianopsia,Adenocarcinoma,6,12.4923132
Scotoma,Adenocarcinoma,3,7.143620019
Scotoma,"Carcinoma, Ductal, Breast",1,2.381206673
"Vision, Low",Adenocarcinoma,1,2.25604353
"Vision, Low","Carcinoma, Squamous Cell",1,2.25604353
Sleep Disorders,Adenocarcinoma,2,2.98599782
Sleep Disorders,Small Cell Lung Carcinoma,1,1.49299891
"Urinary Bladder, Neurogenic",Adenocarcinoma,4,8.313028514
"Urinary Bladder, Neurogenic","Carcinoma, Squamous Cell",9,18.70431416
Vertigo,Adenocarcinoma,5,7.981259716
Vertigo,"Carcinoma, Squamous Cell",5,7.981259716
Voice Disorders,Adenocarcinoma,1,1.665244815
Voice Disorders,"Carcinoma, Squamous Cell",22,36.63538592
Aphonia,"Carcinoma, Squamous Cell",2,7.257709082
Hoarseness,Adenocarcinoma,4,8.864507691
Hoarseness,"Carcinoma, Squamous Cell",25,55.40317307
Oral Manifestations,"Carcinoma, Squamous Cell",1,1.865776283
Oral Hemorrhage,Adenocarcinoma,1,2.575912289
Oral Hemorrhage,"Carcinoma, Squamous Cell",5,12.87956144
Abdominal Pain,Adenocarcinoma,76,64.48475954
Abdominal Pain,"Carcinoma, Ductal, Breast",1,0.848483678
Abdominal Pain,"Carcinoma, Squamous Cell",10,8.484836781
Abdominal Pain,Small Cell Lung Carcinoma,1,0.848483678
"Abdomen, Acute",Adenocarcinoma,37,53.19120483
"Abdomen, Acute","Carcinoma, Ductal, Breast",1,1.43760013
"Abdomen, Acute","Carcinoma, Squamous Cell",8,11.50080104
Colic,Adenocarcinoma,4,8.538989265
Arthralgia,Adenocarcinoma,5,7.386500002
Arthralgia,"Carcinoma, Squamous Cell",3,4.431900001
Shoulder Pain,Adenocarcinoma,3,7.261282158
Shoulder Pain,"Carcinoma, Squamous Cell",1,2.420427386
Chest Pain,Adenocarcinoma,10,10.9956083
Chest Pain,"Carcinoma, Squamous Cell",10,10.9956083
Angina Pectoris,Adenocarcinoma,3,4.358050118
Angina Pectoris,"Carcinoma, Ductal, Breast",1,1.452683373
Angina Pectoris,"Carcinoma, Squamous Cell",1,1.452683373
"Angina, Unstable",Adenocarcinoma,1,2.24256018
"Angina, Unstable","Carcinoma, Squamous Cell",1,2.24256018
"Angina Pectoris, Variant",Adenocarcinoma,2,6.531898094
"Angina Pectoris, Variant","Carcinoma, Squamous Cell",1,3.265949047
Earache,Adenocarcinoma,1,2.817924325
Earache,"Carcinoma, Squamous Cell",2,5.635848649
Toothache,"Carcinoma, Squamous Cell",3,8.191746943
"Pain, Postoperative",Adenocarcinoma,8,13.42284258
"Pain, Postoperative","Carcinoma, Squamous Cell",3,5.033565967
Pelvic Pain,Adenocarcinoma,2,4.08215625
Pelvic Pain,"Carcinoma, Squamous Cell",3,6.123234376
Anorexia,Adenocarcinoma,45,82.13672763
Anorexia,"Carcinoma, Ductal, Breast",1,1.825260614
Anorexia,"Carcinoma, Lewis Lung",1,1.825260614
Anorexia,"Carcinoma, Squamous Cell",26,47.45677596
Constipation,Adenocarcinoma,16,25.5026479
Constipation,"Carcinoma, Ductal, Breast",1,1.593915494
Constipation,"Carcinoma, Squamous Cell",3,4.781746481
Constipation,Small Cell Lung Carcinoma,1,1.593915494
Diarrhea,Adenocarcinoma,145,133.862279
